index,%time,positionX,positionY,theta
0,2401000000,0.7801975449709999,-0.707250645886,-1.0995605627
0,2401000000,0.7801975449709999,-0.707250645886,-1.0995605627
3,2461000000,0.775825798796,-0.721019578005,-1.1227167849
5,2501000000,0.772732162375,-0.7301430656199999,-1.1381587600299998
8,2561000000,0.7678247343410001,-0.7437390866050001,-1.16132454001
10,2601000000,0.764374941948,-0.752740947334,-1.1767703023
12,2641000000,0.760785757072,-0.7616895500920001,-1.1922177041600002
15,2701000000,0.7551373692669999,-0.7750094783820001,-1.2153849174200002
18,2761000000,0.749179764558,-0.788197572215,-1.23856231488
20,2801000000,0.7450351425239999,-0.796914149412,-1.25401608795
22,2841000000,0.740754220595,-0.80556718308,-1.2694714979700001
25,2901000000,0.7340812433830001,-0.818421906291,-1.2926574952
27,2941000000,0.729465251611,-0.826906564406,-1.30811706751
30,3001000000,0.722292778417,-0.839500296569,-1.3313093168999999
33,3061000000,0.714822690946,-0.851928312139,-1.35450560268
35,3101000000,0.7096810696250001,-0.8601175392,-1.36997186524
38,3161000000,0.7017307253239999,-0.872252558608,-1.3931730904799997
40,3201000000,0.6962711614,-0.880240971183,-1.40864382243
42,3241000000,0.690752136031,-0.8881439839299999,-1.42409712099
44,3281000000,0.6852291154350001,-0.895958796523,-1.43950957625
48,3361000000,0.6738689639309999,-0.911326267136,-1.47032439201
51,3421000000,0.665039210227,-0.922612364049,-1.4934335070500002
52,3441000000,0.662037781059,-0.926328340169,-1.50113643355
56,3522000000,0.649744446734,-0.9409544134029999,-1.5319429787799999
58,3552000000,0.643427916369,-0.948121418837,-1.54734675082
60,3601000000,0.637001974939,-0.955189041456,-1.5627499462299999
62,3641000000,0.633498967054,-0.9590809537710001,-1.5712794348399999
65,3701000000,0.6334863673309999,-0.9592035652490001,-1.57403175187
67,3741000000,0.631461930658,-0.9475729295790001,-1.57803342368
70,3801000000,0.6284094936,-0.928710150173,-1.58573751981
73,3862000000,0.626456996461,-0.9160885792039999,-1.5908727624099999
75,3901000000,0.623653142758,-0.897114477296,-1.59857435109
77,3943000000,0.621864546154,-0.884498819308,-1.6037080744
79,3981000000,0.620136945184,-0.8718758087299999,-1.60884320634
83,4061000000,0.61673506051,-0.8465705108759999,-1.61917266915
85,4101000000,0.615048417541,-0.833935626367,-1.62437306589
87,4141000000,0.613377370467,-0.821292860693,-1.62959522658
90,4201000000,0.6109817211399999,-0.802309697516,-1.63740247972
92,4241000000,0.61021689615,-0.795980147651,-1.6400057332799998
95,4301000000,0.6073215121760001,-0.770645951199,-1.65042057009
97,4341000000,0.605973322842,-0.757969628509,-1.65563870476
100,4401000000,0.60407616112,-0.7389428422,-1.66344332296
102,4441000000,0.602894788139,-0.726251347118,-1.6686536432899999
105,4501000000,0.601248774132,-0.707204051349,-1.6764620592299997
107,4541000000,0.600234409168,-0.694499620351,-1.68168265427
110,4601000000,0.598838236955,-0.675434301858,-1.68950164436
113,4661000000,0.5975925890739999,-0.6563596890919999,-1.6973146314899998
115,4701000000,0.596845817715,-0.643638721364,-1.7025291410799999
118,4761000000,0.5958512073569999,-0.624551270351,-1.7103656490399999
121,4821000000,0.595008271431,-0.605456733173,-1.7181823604400004
123,4852000000,0.594529280981,-0.592725820175,-1.7233987347
126,4921000000,0.593936685063,-0.573624547417,-1.73122421561
130,5001000000,0.593381187708,-0.548151717414,-1.7416655239099996
134,5081000000,0.593094710798,-0.522676468211,-1.75209199252
137,5141000000,0.593056891721,-0.503570271445,-1.7599314077700001
141,5221000000,0.5932398294560001,-0.478097329229,-1.7703618891
145,5301000000,0.5936909766239999,-0.45262961255,-1.78081267405
149,5381000000,0.594411108113,-0.42716994359800003,-1.7912553826099997
152,5441000000,0.595125905566,-0.408082010744,-1.7990805078
156,5523000000,0.595991472952,-0.389001248591,-1.8069146112099999
160,5601000000,0.597380764647,-0.363573746288,-1.81736111725
164,5681000000,0.599038603989,-0.338164274564,-1.82780859268
167,5741000000,0.600964232473,-0.312774379846,-1.8382630646200002
171,5821000000,0.603155889168,-0.287409753743,-1.8487067684599998
174,5881000000,0.604974540568,-0.268402389977,-1.8565470668200001
178,5961000000,0.607632918907,-0.243084196791,-1.8669980472499998
181,6021000000,0.609802458172,-0.224116046649,-1.8748346594599998
185,6101000000,0.6129279369439999,-0.198854356099,-1.88528910384
189,6181000000,0.6163186132490001,-0.17362840767299997,-1.8957437807900002
193,6261000000,0.619974914635,-0.14844117407,-1.90619410247
196,6321000000,0.622891203057,-0.129577851905,-1.9140360817500002
199,6381000000,0.6259565202390001,-0.11073894445499999,-1.9218744158
203,6461000000,0.630275750511,-0.08566104224719999,-1.93232695407
206,6521000000,0.633687883848,-0.0668843731602,-1.94016299055
210,6601000000,0.63846803741,-0.0418928796039,-1.9506108992099997
214,6681000000,0.643511310231,-0.0169546852161,-1.96104525632
217,6741000000,0.647466107147,0.0017123635899800001,-1.96886979784
221,6821000000,0.65296921039,0.0265503624681,-1.97931434281
224,6881000000,0.657267601143,0.0451393239534,-1.9871406650499999
228,6961000000,0.6632270894619999,0.06986931526960001,-1.9975863944
232,7039000000,0.667867585167,0.0883738959949,-2.00541453243
236,7121000000,0.6759285780709999,0.119128629933,-2.01846883793
240,7201000000,0.6826676364569999,0.143653180224,-2.0289161052
244,7281000000,0.6896655606890001,0.168103572205,-2.0393635144099997
247,7341000000,0.695082558234,0.18639150534,-2.04719472244
251,7421000000,0.7025302824330001,0.21070626141100002,-2.05764047789
255,7501000000,0.708282954839,0.228889769058,-2.06547316363
