index,%time,positionX,positionY,theta
0,1861000000,-0.367090534351,0.21917966926600002,2.60099009762
0,1861000000,-0.367090534351,0.21917966926600002,2.60099009762
2,1901000000,-0.36433037464,0.22347580294,2.58911351071
3,1921000000,-0.36293076595,0.225611954182,2.58317468183
6,1981000000,-0.358654419544,0.231971849168,2.5653580004700003
9,2041000000,-0.35426276111999994,0.238257291275,2.5475401520700003
11,2081000000,-0.35127158399700004,0.242405224917,2.53566124021
15,2161000000,-0.345138830497,0.25059672615600004,2.51190161581
16,2181000000,-0.34357460936800005,0.252622430013,2.5059613842200004
19,2241000000,-0.33880831132100003,0.258645169132,2.48813973006
21,2281000000,-0.33556993742200003,0.262614286641,2.4762581678
24,2341000000,-0.33062220651999996,0.268497475629,2.45843465751
26,2381000000,-0.32726425646699997,0.272371789578,2.44655132906
29,2441000000,-0.322139237141,0.27811012162300003,2.42872537926
31,2481000000,-0.31866450477200003,0.28188611664700003,2.41684060913
34,2541000000,-0.313366490825,0.287474400392,2.39901207041
36,2581000000,-0.30977789567200004,0.291148661708,2.38712561613
38,2621000000,-0.306144592989,0.294781290224,2.37523872996
41,2683000000,-0.300611881601,0.30015101672600003,2.3574063733
44,2741000000,-0.29498135095,0.305424120885,2.33957261757
46,2781000000,-0.291174160074,0.308884988117,2.32768275587
49,2841000000,-0.285384399209,0.313993220696,2.3098459679900003
51,2881000000,-0.281472667089,0.31734260297600003,2.29795386132
54,2941000000,-0.275528549632,0.32228128901,2.2801140326900002
56,2981000000,-0.27151557770199997,0.32551612366,2.26821984991
59,3041000000,-0.26542211376999997,0.330280728043,2.25037708852
61,3081000000,-0.261311273782,0.333398023732,2.23848073373
63,3121000000,-0.25716225659,0.336467495308,2.22658348474
66,3181000000,-0.2508683773,0.340981040401,2.2087359026900004
69,3241000000,-0.244491779152,0.345384454291,2.1908861077200004
72,3301000000,-0.238034405224,0.34967626358599996,2.17303440993
74,3341000000,-0.23368559092799998,0.352474763097,2.16113198529
76,3381000000,-0.229302335235,0.35522259317500005,2.14922857384
79,3441000000,-0.22266418876400002,0.35924845024,2.1313714622099997
81,3481000000,-0.21820864991099997,0.361867998815,2.11946480026
84,3541000000,-0.21150481725200002,0.365699398661,2.10160234472
86,3581000000,-0.207023469045,0.36818804112400005,2.08969292057
89,3641000000,-0.20028523438499998,0.371820915351,2.07182864835
91,3681000000,-0.195783709563,0.374175754586,2.0599189736000003
93,3721000000,-0.191275569596,0.376476209194,2.04801127978
96,3781000000,-0.18450208496599999,0.37982416843500005,2.03015169665
98,3821000000,-0.17996440624899998,0.381987212651,2.0182474199400002
101,3881000000,-0.173109525177,0.385127928208,2.0003924182799997
103,3921000000,-0.168508131823,0.387151987032,1.98849041342
106,3981000000,-0.161560381092,0.390082604133,1.9706393841
108,4021000000,-0.159232624427,0.391031220282,1.9646896323700003
111,4081000000,-0.149864636018,0.394683493963,1.94089190165
114,4141000000,-0.14278124268,0.39727263193499995,1.9230464372799998
116,4181000000,-0.138032921572,0.398926806918,1.9111501049200001
119,4241000000,-0.13087305633,0.401299606514,1.8933081201099997
122,4301000000,-0.123670395577,0.403541601841,1.87546752094
123,4321000000,-0.12126039811799999,0.404259734274,1.8695213072999999
126,4381000000,-0.11400430041500001,0.406326229534,1.8516831815700001
129,4441000000,-0.106710852871,0.408260318118,1.83384720595
131,4481000000,-0.101828968083,0.409475853617,1.82195758681
133,4521000000,-0.0969322327932,0.41063211438,1.8100683706799998
136,4581000000,-0.0895608094287,0.41225497024700003,1.7922362022599998
138,4621000000,-0.0846300104397,0.413262313561,1.7803489927400002
141,4681000000,-0.0772107981178,0.414661125202,1.7625193141
144,4741000000,-0.0697660869839,0.41592488025799995,1.74469152134
146,4781000000,-0.06478996434449999,0.416692166255,1.73280685072
149,4841000000,-0.0573080780759,0.41772996282200003,1.7149814842200002
151,4881000000,-0.0523093926939,0.41834627581100003,1.7030985584799998
154,4939000000,-0.0473029290286,0.41890203689000005,1.69121623033
157,5001000000,-0.0372695224842,0.41983158804399995,1.66745312153
158,5021000000,-0.0347574248977,0.42002600809,1.6615129150799999
161,5081000000,-0.0272135766572,0.42051807118,1.64369238132
163,5121000000,-0.022178940620900003,0.42077002436399996,1.6318127902200001
166,5181000000,-0.0146206723774,0.42103372311899995,1.61399450785
168,5221000000,-0.00957866316777,0.421133332773,1.60211612635
171,5281000000,-0.0020126961525,0.421168423947,1.5842990439200002
174,5341000000,0.005554664104159999,0.42106624978699997,1.5664838138
176,5381000000,0.010599149730400001,0.420921918802,1.55460696681
180,5461000000,0.0181634544222,0.420591085413,1.5367926782899999
182,5501000000,0.0257227021917,0.42012315190099997,1.5189790195700001
184,5541000000,0.0307581993168,0.41973509997599995,1.5071037840500001
186,5581000000,0.0357896623164,0.419286233236,1.49522886318
189,5641000000,0.0433277315322,0.41849902079499995,1.4774172088799997
191,5681000000,0.0483459863572,0.41789834919,1.46554299699
194,5741000000,0.05586105578480001,0.416884979084,1.44773234086
196,5781000000,0.0608615050624,0.416131774645,1.4358587084299999
198,5821000000,0.0658537840581,0.41531930141900003,1.4239849550900001
201,5881000000,0.073325101667,0.41398776298600004,1.4061753732299997
203,5921000000,0.0782935215514,0.41302483982199995,1.39430241079
206,5981000000,0.08572570707669999,0.411467976678,1.37649323458
208,6021000000,0.09066584724919999,0.41035530739799997,1.36462060271
211,6081000000,0.0980523261259,0.40857450942,1.34681183854
213,6121000000,0.10295980573899999,0.40731301094300004,1.3349395957899999
216,6181000000,0.11029402586300001,0.405309733085,1.3171309049700002
