%time,field.x,field.y,field.theta
3401000000,1.0665118952,0.275415314066,0.407434307493
3421000000,1.05768034442,0.272160291424,0.408548956933
3441000000,1.05765547829,0.272149539317,0.408548977678
3461000000,1.04000340599,0.265609770537,0.41077812173
3482000000,1.0389127901,0.265180395477,0.41085998526
3501000000,1.03065694011,0.262117328637,0.411951696468
3521000000,1.02225316708,0.258974255725,0.412967954485
3541000000,1.01344063525,0.255669812625,0.414082245986
3561000000,1.00465771726,0.252366948217,0.41519658939
3581000000,0.99585223968,0.249042644475,0.416310862316
3601000000,0.987018300703,0.245694181505,0.417425118957
3621000000,0.978220594207,0.242349594956,0.418539280974
3641000000,0.969392511253,0.238980490352,0.419653426684
3661000000,0.960602216256,0.235616617506,0.420767477205
3681000000,0.951791980494,0.232231654569,0.421881514055
3701000000,0.942993896598,0.228841092999,0.422995489706
3721000000,0.934215106952,0.225447609361,0.424109373267
3741000000,0.925434678337,0.222041796767,0.425223221738
3761000000,0.916663598208,0.218628618062,0.426336995901
3781000000,0.907888481575,0.215202004498,0.427450754353
3801000000,0.899125153559,0.211769146526,0.428564419273
3821000000,0.890360681404,0.208324156179,0.429678068557
3841000000,0.88160193686,0.204870167729,0.430791663206
3861000000,0.872850313741,0.201407830215,0.43190516512
3881000000,0.864102611995,0.197935678807,0.433018612887
3901000000,0.855356800172,0.194452772575,0.434132044768
3921000000,0.84661566409,0.19096039711,0.435245422247
3941000000,0.837879791987,0.187458829313,0.436358708037
3961000000,0.837879330625,0.187458614391,0.436358726776
3981000000,0.820417355675,0.18043091596,0.4385851259
4001000000,0.819446483143,0.180020727267,0.438644136616
4021000000,0.811717271053,0.176904480815,0.439677843855
4041000000,0.802673543324,0.17321126983,0.440989305102
4062000000,0.79395804873,0.169660755469,0.442102260168
4081000000,0.785598489061,0.166267284616,0.442999374698
4101000000,0.776890500239,0.162697475322,0.444112288362
4121000000,0.768186203303,0.159117740495,0.4452251861
4140000000,0.768180851177,0.159115189148,0.445225203491
4161000000,0.750780313736,0.15192447483,0.447450783031
4181000000,0.742088537852,0.148315637907,0.448563483174
4201000000,0.733393745791,0.144693638802,0.44967616416
4221000000,0.724705589563,0.141063115399,0.450788791335
4241000000,0.716026099545,0.13742506263,0.451901330724
4261000000,0.707349103694,0.133776497794,0.453013833881
4281000000,0.698676570897,0.130118374275,0.454126283789
4301000000,0.690009455704,0.126451160188,0.455238663611
4321000000,0.681344639876,0.122773331472,0.456351024109
4341000000,0.672685826977,0.119086701813,0.45746329802
4361000000,0.664029998762,0.115389790193,0.458575552402
4381000000,0.655378773374,0.111682919666,0.459687753537
4401000000,0.646732492368,0.107967206121,0.460799869182
4421000000,0.638090145148,0.10424167698,0.461911948499
4442000000,0.629452271072,0.100506600405,0.463023958894
4461000000,0.620818222485,0.0967616534867,0.464135949006
4481000000,0.612188797521,0.0930072347426,0.465247854436
4501000000,0.603563597739,0.0892425564802,0.466359741506
4521000000,0.594942665788,0.0854688177023,0.467471540422
4541000000,0.586325870945,0.0816853631016,0.468583319848
4561000000,0.577713575489,0.0778917863463,0.469695049046
4581000000,0.569105459203,0.0740891049166,0.470806691338
4601000000,0.560501858393,0.0702763093144,0.471918300346
4621000000,0.551902338404,0.0664543591713,0.473029838454
4641000000,0.543307072559,0.0626227516151,0.474141356223
4663000000,0.534716112191,0.0587815130096,0.475252821881
4681000000,0.526129563936,0.0549306981125,0.476364205948
4701000000,0.517547332136,0.0510702576793,0.477475552907
4721000000,0.508969485297,0.0472002269751,0.478586833401
4741000000,0.500395963806,0.0433205750193,0.479698091234
4761000000,0.491826860287,0.0394313497871,0.480809268362
4781000000,0.483262112049,0.0355325185713,0.481920422507
4801000000,0.474701793701,0.0316241202063,0.483031496494
4821000000,0.466145870503,0.027706136454,0.484142547176
4842000000,0.457594609808,0.023778113855,0.485253534052
4861000000,0.449047546969,0.0198409960911,0.48636446606
4882000000,0.449047562751,0.0198410044272,0.486364479772
4901000000,0.440504940076,0.0158943243384,0.487475347844
4921000000,0.423433516124,0.00797135118347,0.489696953213
4941000000,0.41490426866,0.00399601546932,0.490807697584
4961000000,0.406379754174,1.0676059347e-05,0.491918363583
4981000000,0.397859482728,-0.00398373538904,0.49302900135
5001000000,0.389343716123,-0.00798767541106,0.494139562974
5021000000,0.380832421174,-0.0120011616683,0.495250099545
5041000000,0.380832421174,-0.0120011616683,0.495250099545
5061000000,0.379857998172,-0.0124881392235,0.495326069947
5081000000,0.371961858952,-0.0180941119401,0.492511687764
5101000000,0.362722378798,-0.0245144331438,0.489771325386
5121000000,0.353746986442,-0.0307560308711,0.486739141866
5141000000,0.34522812765,-0.0367226520764,0.484519568316
5161000000,0.3361873157,-0.0429272807008,0.481487789913
5181000000,0.327155775572,-0.0490895919113,0.478456148094
5201000000,0.31808499381,-0.0552347814599,0.475424661951
5221000000,0.308996644296,-0.0613497152,0.472393318235
5241000000,0.2999081358,-0.0674274576266,0.469362117021
5261000000,0.290772547861,-0.073493588864,0.466331079816
5281000000,0.2816477456,-0.079517118718,0.463300166032
5301000000,0.272484684751,-0.0855207435261,0.460269420439
5321000000,0.263310985751,-0.0914943855956,0.457238819842
5341000000,0.2541312689,-0.0974340203484,0.454208337855
5361000000,0.244929085,-0.103347712854,0.4511780147
5381000000,0.235709738068,-0.109232861997,0.448147837087
5401000000,0.226475192339,-0.115086699517,0.445117790799
5421000000,0.217218512218,-0.120916182435,0.442087919319
5441000000,0.207945870445,-0.126716525828,0.439058195919
5461000000,0.198658705163,-0.132487071422,0.436028586066
